date,temp_mean(c),temp_min(c),temp_max(c),Pressure,global_radiation,Wind_Speed,Wind_Bearing,satellite_activity_index,norad_density_index,normalized_label
2025-02-12,14.298130573624006,13.085071865642494,15.121255798441233,1011.8924674166244,-15.91986168038113,3.3451326689519236,32,0.6636529912398996,56,0.6376708625111397
2025-02-13,11.794020763347707,7.265475005080445,17.146709085162055,1006.8397916294837,-0.1976812694457506,4.501461411059104,232,0.34785588060865547,22,0.4114344673115142
2025-02-14,12.219744350952109,5.595366934874745,15.252576024581781,1008.3535819794193,2.8898710267845935,5.510941146422708,320,0.6926697974589325,55,0.4498969059057884
2025-02-15,13.264819835579742,9.778844762830902,17.626281987757544,1014.3891246085011,4.0102734354661385,4.485679171646965,200,0.6819481290209086,45,0.5443153333179511
2025-02-16,15.572863946535094,8.355356321583473,15.188578341478465,1006.2935721259042,42.08500970069237,3.733596151246057,235,0.753403517824846,37,0.7528379697779907
2025-02-17,11.146175815210094,7.511399963133936,19.791561932704717,1014.6971815550296,9.805210602447927,4.614005281771612,302,0.666772917864674,47,0.35290424427038886
2025-02-18,13.218242312354054,7.715514906414346,15.568545771024514,1012.1332598873405,5.941442163860345,3.1695996794107373,279,0.8479941250495768,21,0.5401072387253487
2025-02-19,11.619501575017276,7.131871258214757,18.9415216435289,1015.1180184417939,-1.3858717308574702,2.624631739615865,302,0.7110547526048713,49,0.39566735043069146
2025-02-20,13.226937208058429,7.827131194355701,19.481840012007275,1006.1284137438416,-2.1618578614484383,1.0619052484424576,198,0.7233412364488945,43,0.5408927880861323
2025-02-21,10.815706096790588,7.474226332928221,16.850269840941603,1009.2244296979889,-9.105521307694506,5.824264148224425,155,0.8675779550867166,37,0.32304761517567077
2025-02-22,14.443995257789867,7.970712625257026,17.593316482015734,1014.7594718750229,39.61247860077845,3.6250009081513612,314,0.6656558383928479,21,0.6508491585256324
2025-02-23,11.775265704364354,9.265340974625968,17.386423010986327,1008.9638931067415,-23.32689103868501,3.646831471110768,270,0.383537215250912,50,0.40974002207643007
2025-02-24,14.497518828216977,9.303159063623017,14.972674845236993,1011.0515720642417,-2.1923733434324015,2.27637245571825,229,0.7084539766944485,36,0.6556848009491196
2025-02-25,8.57206146049619,12.478795364626581,15.699276321041223,1009.9738609485569,13.233236976020429,1.4417737119636844,259,0.6855857620310549,45,0.12034321597513711
2025-02-26,9.834909564989074,9.653430416177773,17.41604570420362,1010.9711780290909,7.640280984294863,2.903336485228963,355,0.37534156589105977,57,0.23443653635297876
2025-02-27,14.71977204878464,9.08779686861484,17.695299596095087,1012.4007203049772,5.9207777213418575,1.9327918482639397,6,0.5231232441531518,27,0.6757644984273973
2025-02-28,12.106565592313403,13.785892146134891,17.693135389368486,1009.4287178930257,7.701198879385156,3.8535042842243707,296,0.6164017422357448,37,0.43967165369739425
2025-03-01,11.990212851317679,8.813493686250046,16.072436020264217,1010.1136206701382,1.5831130273931378,5.669303354665908,227,0.5162473009955071,52,0.42915964476454166
2025-03-02,12.575839695501402,9.040362221490495,15.689587931939606,1018.4682868602871,-2.801184312098214,2.1147752799250172,196,0.6440902647676665,20,0.48206870874270624
2025-03-03,13.619425333586824,8.144852886372576,16.915556882535476,1011.1426530854692,6.698154467230566,3.044784500090257,290,0.7278888277059132,49,0.576352534425453
2025-03-04,11.43730445964056,10.294159541131906,17.39433742140167,1014.3098248875139,24.097186890539696,4.534514931018245,271,0.47415515157063226,29,0.3792065632761335
2025-03-05,15.134896132389065,11.719294868369671,15.585686715180397,1014.8517700367414,12.290381340921437,2.1000177775834077,324,0.7024637425318472,23,0.7132693138511468
2025-03-06,14.332110935617395,9.460049955833403,17.031447315560573,1005.8092800705718,-15.710643519961279,5.054071912890188,90,0.8497277121367166,47,0.6407408535208848
2025-03-07,12.925627535245361,8.511912484407734,19.730736006055558,1009.7409505809735,-12.57993559213393,3.771738127070418,287,0.4103235913745956,21,0.5136706535230775
2025-03-08,12.231526985716414,8.649311875727811,16.0571240076247,1011.200386589086,-7.840601885562855,3.451199832939914,79,0.47445583194135255,23,0.4509614202510024
2025-03-09,8.443978561154395,9.895799306347147,16.88720225596003,1013.4621204602287,11.907390466194459,4.653841331167125,345,0.39093399633426396,24,0.10877143373344426
2025-03-10,8.471769740458946,7.4096806444106855,13.794535418975087,1011.407017386216,8.54914314057872,2.9775202080636056,251,0.720675334047199,26,0.1112822566208456
2025-03-11,13.660236323912471,9.710490733970195,18.820735539259505,1009.3749560912663,-26.01763213955355,3.4925410956836416,69,0.5911811448388973,28,0.5800396456287683
2025-03-12,14.911513757586963,10.650234955707663,19.217325006917058,1011.3937615076246,15.82141504697262,5.123884586606079,270,0.5555297722533461,42,0.6930876017636953
2025-03-13,12.810375067315356,6.024215606754644,18.618839831770128,1010.6422021376416,22.936556539297083,1.1863264142593524,113,0.3194890057782506,51,0.5032580499002883
2025-03-14,11.438584737296512,7.9804329999664265,15.977824857439353,1009.0170015321,-14.37876528518776,2.968416972718429,7,0.4059479329345484,55,0.37932223128739595
2025-03-15,13.921122830419527,12.08901576460491,15.644744748759257,1018.310447883361,-1.0198800791309808,5.290970624458852,129,0.38005623710061565,21,0.6036097073513681
2025-03-16,14.215220237886527,7.352748882694507,15.613486174088107,1011.106797583477,4.102298175527713,5.228387373685914,229,0.76917266161091,27,0.6301802423294439
2025-03-17,10.025160422198315,7.602058581355604,15.352831930716166,1015.7495686426934,-18.45503897615743,4.318736269008562,288,0.5580853918901573,21,0.25162494715749867
2025-03-18,13.681390158047671,10.246855961439643,15.094621962396152,1010.5927619692736,-9.579983089817604,5.894802162391944,285,0.34044880334911,37,0.5819508106902039
2025-03-19,13.830658713678355,7.6560790038979345,17.161715258251338,1012.0641882152756,17.185867698268765,3.80255327639078,8,0.3684524386753505,58,0.595436632998777
2025-03-20,10.576300348361666,9.31503815141683,14.451480543483314,1013.0494149167043,8.81190859177937,3.5987680116020457,202,0.30242604187937877,22,0.3014182547968416
2025-03-21,10.30868834426799,8.221713362391345,19.34937369559757,1009.101051295993,19.715556786296887,2.4872010762346513,121,0.42949404149213233,38,0.2772405710268073
2025-03-22,12.978650908740402,6.904250174849849,16.452062696949834,1011.5978143564872,-22.597701707743333,2.3508481887268697,234,0.5139099330901113,45,0.5184611051365065
2025-03-23,13.168368487814009,10.620455921951626,20.997355133110972,1009.1447887244674,13.707541894798046,1.1945785072312134,140,0.47233629302877667,20,0.5356013363753581
2025-03-24,10.965323219787841,8.111003428287004,18.363354937925482,1011.8429451720223,18.314270331625917,1.091289293152275,342,0.6233060964314414,38,0.3365649291641107
2025-03-25,12.227528408586458,13.804360495846462,13.037215720022239,1007.8809848231506,3.174595599684989,5.439164588266765,1,0.4927684976552107,49,0.45060016465745917
2025-03-26,13.871539158285263,9.158943334585473,18.53555778169866,1006.6033814797702,-1.0615888830757456,5.598568119165934,20,0.6392263813909023,57,0.599130019121091
2025-03-27,13.031219977750755,10.17071925714141,18.412865347036103,1010.2477427105367,-0.9953581050118492,2.57893430169193,326,0.777720348031315,35,0.5232105121405829
2025-03-28,16.443317548486068,12.494285637475297,17.944781842847306,1007.5330691133593,-12.017664318255255,3.3798499106071382,198,0.4348901791838766,32,0.831480002282224
2025-03-29,13.743149095610887,8.691894728457099,14.267634416229075,1016.5715603163648,22.149783153194555,2.79111942698859,84,0.36519248464855397,28,0.5875304858898787
2025-03-30,13.462163399559934,9.83709899689085,18.196710143517,1015.9174591921353,19.36826930480232,5.159394122767353,178,0.5240916656011052,26,0.562144542064112
2025-03-31,14.160392879979417,8.96561479255146,14.128963250423109,1009.8072239671487,-1.4863562140902433,1.6325933923937732,51,0.5055364355214725,54,0.6252268078752834
2025-04-01,10.9838697272784,9.108758609033062,14.73104915945972,1009.2009028766345,24.26740960381944,5.892566210838841,121,0.5766617509111933,42,0.33824053259850795
2025-04-02,14.652810825498529,6.67238291246866,17.50184532104522,1008.3794309840504,-4.3314864572659895,1.9479966740122099,71,0.5037193910823444,32,0.6697148173342445
2025-04-03,12.088328548192026,7.8746564295425365,13.969205150730637,1014.9243742618795,-10.562919822363483,1.5421451900787448,237,0.6688509666582324,24,0.4380240090517061
2025-04-04,13.057486062037329,6.753553285087017,12.262884688676053,1005.6542194250881,15.848848918715806,3.0604098060644214,195,0.32845597459838405,47,0.525583548738506
2025-04-05,12.855655070414137,10.037306972659996,16.615000657986357,1017.6278330866737,-10.257715038824177,1.4027612660366935,8,0.5470277756800687,40,0.5073489186927259
2025-04-06,12.695996999624006,10.539278250949014,18.0198636528013,1011.8310427853246,0.990673761079954,4.176039695917313,309,0.6147684956087589,21,0.4929244448729854
2025-04-07,14.022245790375989,9.792985266581962,12.206903892553546,1016.2771262919562,9.434255771797936,4.293347417105486,203,0.8273423478725377,33,0.6127457659373697
2025-04-08,14.687766032993732,9.58527273651488,18.521713709905086,1012.7789391229002,37.39615356594664,3.6410231024222885,209,0.36355284982032227,20,0.6728728817708425
2025-04-09,10.995853910493622,5.521418876599398,19.082119691249474,1010.9881388608768,-14.537507584648576,3.1212162500864578,279,0.7511272274347476,35,0.33932325604733493
2025-04-10,12.746994041853325,8.216814635551717,16.176864096173194,1008.753064834166,-11.843737523127494,2.199536886799537,141,0.800142262667696,52,0.4975318254888264
2025-04-11,12.167729306046226,9.003567895735172,17.770231060548532,1011.5607736407196,-18.463914197812006,4.802264533206939,267,0.30612946159476606,34,0.4451975527834287
2025-04-12,12.132075394556486,9.675300272324426,18.46804524931795,1012.4963903455139,31.914516227256325,2.622652411592904,67,0.5843511751592296,51,0.44197636321054995
2025-04-13,10.177034384710982,7.983094980881144,19.849455084242084,1009.6390416129967,4.8181115108654815,3.8481092305376214,214,0.315763948978788,23,0.2653461576501638
2025-04-14,10.806852956996075,10.266621991935217,17.43819135740825,1014.4752265836134,16.432498630769018,5.242783045745857,36,0.41022983824940906,40,0.3222477690886143
2025-04-15,13.840570545945507,11.457667309707752,13.09727476388952,1009.6727085482453,-17.68380657505911,3.5537374431131017,358,0.46243797593149794,59,0.5963321277541354
2025-04-16,12.819245794046145,8.92312190719465,16.82431324574841,1014.2260821299842,8.86363339183097,2.3804212091629173,286,0.5967159392358714,26,0.5040594848973236
2025-04-17,11.871964680674306,6.5868359758344175,15.933825765006075,1009.9248935892709,6.944686651583817,5.880823321181856,214,0.5387440344563805,58,0.41847639127640684
2025-04-18,14.889800067297355,9.953692513885896,19.588038158674735,1011.304715343848,-10.157343046371693,5.416539438454262,144,0.6626957035994024,55,0.691125855917949
2025-04-19,9.839807101794555,7.578565289860766,14.83965859091211,1010.4486272196478,6.8663786090987715,2.2783238598456914,80,0.8180806787291499,36,0.23487900938977715
2025-04-20,13.811301743359115,6.432920346465759,15.539489205691414,1015.0154336695027,-18.87117699903516,2.3181303222598437,82,0.4144701993153334,41,0.5936878074604401
2025-04-21,10.248211395980196,9.978729799232132,17.828356042100747,1014.9062527562879,16.945395208201923,1.4780874755326758,137,0.4104670448483537,56,0.2717767184764293
2025-04-22,13.621924778488923,6.542819800331195,15.257486017880888,1009.0548819687981,26.045289959723142,4.760009803241164,304,0.6890793248334443,42,0.5765783493646903
2025-04-23,13.459962704536673,10.17255002941085,14.990838427940659,1008.5827386601079,14.196247120427689,3.7143816053019334,355,0.5671022923350604,20,0.5619457179921991
2025-04-24,11.741157320687613,9.319491020412624,14.722337962392546,1010.6604032299268,-20.375718710628213,3.1059218641785127,178,0.5693008219247446,58,0.4066584648150653
2025-04-25,13.212866163850332,4.245274997803188,15.601981737590739,1007.9353408055414,20.774242247302833,2.7430220160205705,279,0.3545321209950265,28,0.5396215250188058
2025-04-26,11.629895174633997,11.039961006600649,14.220673264196828,1014.6483398940774,3.277118228919509,5.435460883020544,283,0.4670539858624289,47,0.39660637095638307
2025-04-27,14.461630252554302,7.451359283740862,15.954173422215522,1010.8104927777937,3.4510085086997577,5.336381092864171,80,0.776365011093187,39,0.6524424103984127
2025-04-28,10.545112149390647,9.917466608220058,13.207379288897114,1009.3022449301286,12.648290096447491,3.2387771650767436,351,0.8418517450266401,41,0.29860052464818104
2025-04-29,12.654532526442688,9.464176239348086,13.811056270181199,1014.5640199281712,-31.041870011275716,1.6187751740088998,276,0.5478602637784328,51,0.48917829408403185
2025-04-30,9.516191519129455,9.443381922069678,16.200668075019742,1007.0744837647462,14.20416601434861,5.121210316550744,283,0.8209841003498599,30,0.20564162429103802
2025-05-01,12.107835532994597,10.792777367203092,18.30279504381742,1010.3429427141058,-16.66746751289895,4.715955785960051,269,0.41015203321883736,51,0.43978638780396245
2025-05-02,14.46944929160584,7.414363433064025,19.00129336086542,1017.1919129180596,5.4871578475255065,1.2995079851060019,0,0.8028575776441691,46,0.6531488295824619
2025-05-03,16.267528894260288,9.824477954746605,16.882041608991877,1009.1630607155403,17.15576490024096,5.914261511228898,194,0.638313688722935,27,0.8155981941898521
2025-05-04,14.579473267463307,8.786865983468545,20.50802195007017,1013.4004533982545,-4.498049266918379,2.458955611237767,183,0.8520303810289527,27,0.6630890596719632
2025-05-05,15.928978497547575,11.79539556000236,21.4044150249072,1011.6750787565207,32.89848228584453,1.4982145109124858,77,0.6325331613383194,20,0.7850115078427242
2025-05-06,13.27013927769049,9.91914746487199,16.741619438085515,1006.8857879414538,-9.061840840701956,4.976445738486655,22,0.43430853587340623,30,0.5447959238266701
2025-05-07,12.541829617437172,6.563068759963303,13.479256255917434,1020.3009400694666,24.93916728027254,5.897460231788683,352,0.7451483843183144,36,0.47899603300375354
2025-05-08,12.702233595097175,10.094270782227067,18.45062443206592,1011.3980927256564,-30.72742181745726,5.692640375241691,46,0.44632318381584185,54,0.4934878965524516
2025-05-09,13.04934607193335,11.414347720682006,15.512828450689824,1013.6841275979399,17.403403153983923,1.9322476789016636,137,0.5269466912616059,21,0.5248481328991017
2025-05-10,12.568817777036388,8.096761257175407,14.480233306135545,1006.9078063416152,28.462823471887273,2.7532551345617406,125,0.48103894523283164,39,0.4814343062439056
2025-05-11,16.43567026467353,5.8498732912407085,16.923598356406046,1012.9071656164945,22.03510049060406,3.5318540183765004,143,0.7859417100872632,20,0.8307891005031897
2025-05-12,13.010873853835363,7.008632234688884,17.052784632535,1008.4262640817789,1.9095499769663924,1.8462635026383658,100,0.3861080771937726,33,0.5213723204957862
2025-05-13,9.112364840835284,7.243109799853201,15.319396660227673,1011.7699860956379,-14.04210917869776,3.2835834038007388,340,0.3139110033476461,40,0.1691574846547528
2025-05-14,13.25513150116475,9.212157589967092,16.493854085911664,1015.210296337529,7.714412174881789,1.8016147418926027,312,0.45314950788524333,54,0.5434400307076017
2025-05-15,15.002966960020261,8.066626349667136,17.860502723474124,1010.8806435396928,18.69158220988435,5.219294431010002,118,0.31235775045253567,42,0.7013500360878866
2025-05-16,11.58808943478707,9.480388709307874,12.848591715989194,1011.8241605918819,15.067568839773099,1.1793250020985093,177,0.7803509754204848,40,0.3928293880769548
2025-05-17,8.344430058708717,7.342601616043553,14.363041624803728,1016.1527072107746,7.239674750628171,3.2441813142256435,202,0.3957644212366549,43,0.0997776211424755
2025-05-18,13.204234496904252,6.596663783592749,18.03027044436928,1005.8240095327352,-6.044702814758366,2.770615144540945,290,0.3599540272740478,48,0.5388416881256987
2025-05-19,13.91806674862825,8.249453269866077,9.706054476392719,1004.1405910880359,17.94575120796632,3.1509591950927405,32,0.31538129042186597,39,0.6033336024756728
2025-05-20,11.152214697310198,7.271218139087139,14.94815222058813,1014.7769732869805,16.017537342008954,5.742046111228026,1,0.4746569989711129,43,0.353449833330324
2025-05-21,10.937984079592523,10.584809167000952,15.62181656529755,1012.9924667539539,2.0900296756803645,1.2531935205573284,152,0.6030002800096093,45,0.3340949462183694
2025-05-22,15.058967335420839,9.99812308572239,13.234018653152326,1011.3007159123391,9.299768721383591,3.5394691441684754,28,0.5928393802637357,50,0.7064094480228027
2025-05-23,10.32044434543368,10.083929848815108,15.179910795469613,1011.6514734271918,25.935610309453807,4.380757243960959,256,0.65178394119119,46,0.2783026791319606
2025-05-24,12.160369894483896,11.322636329289393,16.576314561472905,1011.3728179688483,16.074963801216242,2.2344603256266407,301,0.843899666653146,44,0.44453265912109036
2025-05-25,12.741468511302534,9.873333310599811,18.636073836480982,1016.999145280823,1.5891140154620196,5.201945278730446,217,0.4687561728576205,48,0.4970326157064732
2025-05-26,12.725792068910767,7.9458984971455315,17.173732913804525,1015.1720647255369,24.60761999277068,4.53021806458869,131,0.46144070521559577,22,0.4956163112769656
2025-05-27,13.26150606331235,11.324502810754408,18.05681173729586,1008.3247002588462,-23.689373365538604,1.0149620961051444,149,0.6377871824658812,59,0.5440159471292103
2025-05-28,13.476041123974472,9.998294557942504,16.642598074797377,1011.0132879222474,5.058715770289736,4.561227423576579,158,0.4278609238396365,24,0.5633983394544
2025-05-29,11.944718648709921,8.919658806776487,19.153692064664863,1015.6638423055427,15.93952560385398,4.90868584300316,112,0.5669327847093846,30,0.4250494238955435
2025-05-30,13.310748150903226,8.299881135314202,16.349290906352067,1016.0879101921429,27.01866053686565,1.5112894246983974,307,0.3707311675903873,48,0.5484647745500153
2025-05-31,13.14648796105983,9.874523479569131,16.07784986128475,1005.0659789354141,10.10403066191853,3.3249889929892857,141,0.7586989510005469,45,0.5336245175163687
2025-06-01,8.80236400066028,9.652038348519767,16.650301741175625,1012.8996992217961,-21.857100405459263,4.84575619895522,333,0.8033678982718118,41,0.14115013757187478
2025-06-02,11.699484477479963,11.308593738471986,19.172819475806754,1013.7136184438727,13.428677036650589,5.244472370819118,38,0.5537752877995039,27,0.4028934886202004
2025-06-03,12.663158486513444,9.468633512779517,18.72634932214476,1009.475020064266,29.28485527255875,2.127689919093898,231,0.7714617568361859,51,0.4899576153835752
2025-06-04,11.18362477420987,7.300948707322711,17.894806873887173,1010.3827630078832,8.170610557795598,2.1836020482629053,75,0.8013344080962259,55,0.3562876092703259
2025-06-05,13.275631920380311,9.48503167695058,15.97822587198918,1004.7182487032946,13.103628912051729,1.7371355999442941,182,0.6785403572235649,39,0.5452921623211503
2025-06-06,10.819196142301342,9.452844106594108,20.34724086665786,1013.938405354129,8.441046811316559,5.166401530649085,300,0.701813287830722,26,0.32336292695321156
2025-06-07,12.108989740923185,7.305064362394392,16.01856654381521,1010.1169390944196,-7.50493745694778,2.265788370309547,23,0.45326626061723885,53,0.4398906659150912
2025-06-08,12.750868019810751,8.886984220743587,13.578876301217903,1008.0465823813115,5.946920116015688,3.7217013492468305,112,0.45131636353416327,52,0.4978818240410361
2025-06-09,10.596431571264752,8.083092580036285,18.221415154137116,1013.9132455184366,3.7990696855690587,2.687515316642019,266,0.5488768361087237,29,0.30323703098703253
2025-06-10,12.460042762712558,8.034950128290303,17.73186655380376,1015.0715820091594,7.064507500999128,1.4462346934383488,349,0.3912379243654825,37,0.4716069148781509
2025-06-11,13.069616811946771,7.870681967238349,17.118712514988406,1011.0745580749734,6.828512858978488,2.3170407066066807,341,0.8017231360636057,34,0.526679513907173
2025-06-12,10.157717441002482,5.751162778158722,19.320068965235244,1012.3543688227828,-28.879453238059643,4.832352525941578,113,0.5610710160305302,51,0.26360094835744396
2025-06-13,16.025951755439603,5.826282816735685,17.928540640503606,1011.6678096888057,-17.703037328074583,1.3764523134105835,220,0.8612839863620985,34,0.7937726572964038
2025-06-14,10.101384214967135,8.034900750667765,15.569079036447091,1005.2222819726859,6.176871052861395,5.1778307624723,97,0.652474851904868,49,0.2585114646870787
2025-06-15,12.847487519470944,8.22286051197399,15.318568048701334,1015.4578141036776,27.407735448760896,3.161390929363523,314,0.6692099144423203,37,0.5066110128407484
2025-06-16,12.937660352782364,8.13545220865639,19.496401472550343,1008.6615809294793,9.245901661260989,3.938044190669935,271,0.8259983501453014,54,0.5147577708900934
2025-06-17,10.339600877343596,7.10551106330373,18.33357252672878,1013.578486455947,15.299029920387456,2.553645930192765,97,0.40117557477187876,20,0.2800333958545423
2025-06-18,10.80632751858839,8.131283175526164,14.58866384480979,1003.0733505466125,-12.022060174914563,4.89514365516011,5,0.3340644175707723,24,0.32220029781129006
2025-06-19,12.821546740257393,7.639369110547744,12.255887185989561,1007.2036851838485,2.0021891410163106,4.832907896842885,181,0.3428930299128284,31,0.5042673662666808
2025-06-20,13.94654516446103,6.962111086324413,17.182224281798273,1011.7719940831795,-31.884519222861154,5.343639682478443,247,0.6813456861189785,37,0.6059065144592304
2025-06-21,9.422179943805048,11.356823113837109,14.102671019719448,1008.6050094151445,11.078967363240315,2.557664150343723,308,0.3478749699906752,51,0.1971480511173899
2025-06-22,12.89598850100507,8.45673712649904,16.31977073850606,1015.2288104837232,13.516274154522776,2.4656423473274067,220,0.5359282900840938,48,0.5109928842670312
2025-06-23,12.21101759887021,6.399575378834362,16.610548132541528,1015.8119080045942,7.104500150313401,3.514371276895944,65,0.32551997733015375,28,0.44910847844757257
2025-06-24,13.125010164496132,7.175455575270195,14.863404212500868,1010.6270741753715,3.5740651622450956,2.2587045319577483,221,0.3078573694301359,41,0.5316840837336883
